
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S3; S4),-0.0191705,-0.0205594,13.762,337.141,336.858,0.283128,0.0939958,10000
(S3; S5),-0.00185631,-0.00237434,5.28892,385.212,383.741,1.47048,1.00801,10000
(S4; S5),0.906753,0.895434,2684.8,7.64215,3.30488,4.33727,1.7834,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.888724,0.882609,2635.63,5.41173,1.58888,3.82285,-0.0159335,10000
(S1; S3),0.477259,0.455608,750.598,105.576,103.88,1.69605,-1.31382,10000
(S1; S4),-0.0481237,-0.0492194,14.4002,108.692,106.855,1.83725,0.962083,10000
(S1; S5),-0.0361944,-0.0387712,12.6263,138.803,137.4,1.40282,0.417799,10000
(S2; S3),0.59081,0.565085,1128.92,90.4236,90.1843,0.239285,0.188687,10000
(S2; S4),-0.0414646,-0.0419418,12.0928,122.975,122.712,0.263418,-0.104403,10000
(S2; S5),-0.0125283,-0.0145307,6.18969,158.175,158.089,0.0859465,-0.179689,10000
(S3; S4),-0.0535643,-0.0550361,12.8354,372.198,370.636,1.56161,1.32301,10000
(S3; S5),-0.03043,-0.0311306,10.8908,427.509,425.864,1.64487,0.724805,10000
(S4; S5),0.855961,0.856462,2459.89,12.8853,3.33717,9.54815,1.69404,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.876443,0.857622,2546.94,16.1469,14.9732,1.17368,0.754075,10000
(S1; S3),0.532931,0.48137,920.921,296.082,294.966,1.11544,-0.578352,10000
(S1; S4),0.0383657,0.0325983,9.42454,234.296,232.519,1.77745,-0.184129,10000
(S1; S5),0.00378733,-0.00276426,5.76338,231.89,229.283,2.60647,-0.719997,10000
(S2; S3),0.611097,0.546595,1148.7,197.012,192.99,4.02229,-1.62676,10000
(S2; S4),0.00521792,0.00204955,6.69201,339.254,334.604,4.64956,-1.34465,10000
(S2; S5),-0.0133458,-0.0173592,10.3157,331.451,329.336,2.11422,0.490177,10000
(S3; S4),-0.0393,-0.0402355,5.69692,903.905,902.494,1.41028,0.0486968,10000
(S3; S5),-0.0537897,-0.0546547,9.59295,901.232,898.714,2.5187,1.98552,10000
(S4; S5),0.888851,0.903815,2728.49,2.50017,0.0992125,2.40096,-0.482511,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.88421,0.878697,2614.11,8.91912,3.72728,5.19183,-0.134589,10000
(S1; S3),0.486663,0.455905,787.905,183.581,180.109,3.47225,1.44549,10000
(S1; S4),0.0185309,0.016476,10.5761,138.258,135.453,2.80567,-1.43458,10000
(S1; S5),-0.0145903,-0.01744,6.36505,150.262,146.399,3.86294,-1.32296,10000
(S2; S3),0.555258,0.524152,1012.62,187.661,187.307,0.353744,-0.636027,10000
(S2; S4),0.0061856,0.00302311,6.37931,126.106,125.423,0.682696,0.741456,10000
(S2; S5),0.0131216,0.0100782,10.4578,139.525,136.23,3.29506,1.5165,10000
(S3; S4),-0.00173116,-0.00357766,9.9062,563.478,560.788,2.68951,-0.881302,10000
(S3; S5),-0.0218986,-0.0233235,7.83437,581.771,577.128,4.64371,-1.82148,10000
(S4; S5),0.861015,0.860514,2474.1,2.27558,1.37514,0.900439,-0.285798,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.871618,0.873076,2560.48,19.707,17.2329,2.47414,0.229657,10000
(S1; S3),0.475052,0.470009,798.092,87.8105,81.7246,6.08589,1.81724,10000
(S1; S4),-0.00236216,-0.00365116,7.31912,36.1958,35.7227,0.473127,-0.0498992,10000
(S1; S5),-0.0101408,-0.0129879,15.338,49.7832,42.9426,6.8406,1.94256,10000
(S2; S3),0.549277,0.539862,1021.4,47.7497,44.9481,2.80166,0.753927,10000
(S2; S4),-0.000844598,-0.00138824,3.23738,72.3242,72.2069,0.117362,0.315523,10000
(S2; S5),-0.0245237,-0.0256463,7.45348,82.0907,80.4678,1.62293,0.0457045,10000
(S3; S4),-0.0440028,-0.0447602,13.5435,197.234,191.867,5.36702,-1.11018,10000
(S3; S5),-0.0230894,-0.0235922,6.25402,214.468,211.512,2.95579,0.209551,10000
(S4; S5),0.89402,0.882431,2598.88,4.00909,0.950914,3.05817,0.318274,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.906111,0.900714,2741.06,8.90458,1.94743,6.95715,-0.531626,10000
(S1; S3),0.54135,0.520051,979.855,104.071,102.169,1.90159,0.443316,10000
(S1; S4),-0.0177121,-0.0192463,2.07434,111.482,110.375,1.10689,-0.595794,10000
(S1; S5),-0.0386335,-0.0404872,9.96494,136.007,133.584,2.42349,0.403235,10000
(S2; S3),0.605011,0.578718,1226.99,82.8152,79.8851,2.93006,1.02896,10000
(S2; S4),-0.00983946,-0.0103849,12.4062,142.903,137.134,5.76929,-0.773786,10000
(S2; S5),-0.0255817,-0.027236,3.20523,163.459,161.71,1.7489,-0.697441,10000
(S3; S4),-0.0263898,-0.0268474,13.5883,395.979,394.063,1.91655,0.95695,10000
(S3; S5),-0.0205379,-0.0211645,9.51909,440.167,439.221,0.945792,0.979633,10000
(S4; S5),0.906463,0.901053,2712.78,11.2774,10.1968,1.08057,-0.568504,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.910116,0.91131,2798.52,12.9411,2.34546,10.5956,-0.328064,10000
(S1; S3),0.545583,0.537099,1027.85,82.7171,75.1263,7.59084,-0.11648,10000
(S1; S4),-0.0080814,-0.010396,8.37033,99.2655,96.2757,2.98978,0.62545,10000
(S1; S5),0.0115044,0.00995339,16.2193,94.4307,82.6021,11.8286,-0.386429,10000
(S2; S3),0.558716,0.549276,1069.84,60.3776,56.1855,4.19205,1.83892,10000
(S2; S4),-0.0164546,-0.0172191,8.24974,118.253,114.374,3.87839,1.72269,10000
(S2; S5),0.00736343,0.00703095,21.8991,112.331,101.4,10.9307,0.889708,10000
(S3; S4),-0.0294467,-0.0296792,3.66878,302.992,301.178,1.81436,-0.349898,10000
(S3; S5),-0.00697965,-0.00799091,11.279,276.302,270.447,5.85548,-2.24969,10000
(S4; S5),0.891774,0.873209,2549.74,6.50245,2.80565,3.6968,0.790152,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.841597,0.841894,2393.2,9.84317,7.31225,2.53092,0.439626,10000
(S1; S3),0.482103,0.475899,823.728,61.1306,55.6259,5.50471,1.04006,10000
(S1; S4),-0.0167262,-0.0172956,15.1654,57.2329,53.9434,3.28954,0.328838,10000
(S1; S5),-0.023385,-0.023815,6.78649,38.6559,35.8551,2.80085,-0.896497,10000
(S2; S3),0.568277,0.562345,1099.92,27.2465,26.0503,1.19616,-0.833992,10000
(S2; S4),-0.0129909,-0.0132436,3.29385,93.4648,92.4259,1.03886,0.632159,10000
(S2; S5),-0.0103042,-0.0105196,4.00315,67.7039,66.5961,1.10785,-0.514809,10000
(S3; S4),0.00442515,0.00411617,7.47739,199.668,198.535,1.13227,0.826135,10000
(S3; S5),0.0153828,0.0147149,9.64998,159.333,158.442,0.890348,0.994266,10000
(S4; S5),0.870862,0.858332,2461.11,5.93071,5.44533,0.48538,0.582397,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.90367,0.882016,2679.18,19.1886,13.7144,5.47424,-1.37909,10000
(S1; S3),0.520295,0.470071,867.192,252.327,251.378,0.949666,-1.02044,10000
(S1; S4),-0.0316437,-0.0390638,12.9809,293.304,285.934,7.36937,-0.962664,10000
(S1; S5),-0.0254217,-0.0316567,10.6231,277.41,270.25,7.16065,-2.48493,10000
(S2; S3),0.588822,0.520121,1081.18,191.376,190.745,0.631652,0.495109,10000
(S2; S4),-0.0161073,-0.0188868,11.9042,373.225,370.899,2.3256,-0.25909,10000
(S2; S5),-0.0236534,-0.0278545,2.73378,353.708,352.816,0.891529,0.535717,10000
(S3; S4),-0.0528693,-0.0529922,5.041,927.02,924.451,2.56871,-0.287686,10000
(S3; S5),-0.0521258,-0.0522536,5.86157,900.584,898.73,1.85414,0.199438,10000
(S4; S5),0.848244,0.858106,2465.21,2.49103,0.643918,1.84711,-1.27016,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.883418,0.881289,2605.81,21.0891,20.1182,0.970895,0.677373,10000
(S1; S3),0.51289,0.501352,908.077,104.857,101.024,3.83366,-1.46002,10000
(S1; S4),0.0145134,0.0124158,8.88396,78.9982,78.5413,0.456894,0.654529,10000
(S1; S5),-0.00898057,-0.0114295,12.5189,100.548,94.014,6.53365,0.615418,10000
(S2; S3),0.567862,0.549252,1057.61,44.9616,43.5185,1.44307,-0.0795632,10000
(S2; S4),0.00720829,0.00684027,3.82007,145.136,144.421,0.715163,-0.458745,10000
(S2; S5),0.00244828,0.00196832,13.9729,171.414,167.213,4.20123,-0.317831,10000
(S3; S4),-0.0239692,-0.0249757,4.07862,315.7,314.074,1.62549,-0.848509,10000
(S3; S5),-0.00723442,-0.00761935,3.20939,352.464,351.51,0.953918,-0.324053,10000
(S4; S5),0.93198,0.925732,2870.08,12.7551,5.42639,7.32872,0.989716,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.895342,0.884838,2650.76,15.9849,13.0219,2.96299,0.968036,10000
(S1; S3),0.4685,0.445876,750.01,163.039,157.107,5.93188,2.31138,10000
(S1; S4),-0.00274418,-0.0045646,5.54255,84.5788,81.5943,2.9845,-0.415778,10000
(S1; S5),0.00999187,0.00784969,14.1846,117.496,110.064,7.43199,-0.440678,10000
(S2; S3),0.577929,0.545622,1091.22,91.103,90.5072,0.595764,0.56303,10000
(S2; S4),-0.019774,-0.0208678,5.63102,145.426,144.41,1.01525,-1.00323,10000
(S2; S5),-0.0194734,-0.0204877,10.8171,182.696,177.331,5.36554,-1.66724,10000
(S3; S4),-0.0106083,-0.0121107,11.6125,420.088,419.222,0.865165,-0.0817964,10000
(S3; S5),-0.0047293,-0.00579377,10.328,481.195,477.641,3.55388,1.50783,10000
(S4; S5),0.878267,0.882932,2616.07,7.69017,3.45936,4.23081,-0.212765,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.899518,0.898653,2706.61,9.81104,8.73637,1.07467,-0.753142,10000
(S1; S3),0.484182,0.474337,796.015,113.738,112.954,0.784693,-0.661446,10000
(S1; S4),-0.0137409,-0.0162282,5.62456,70.2408,66.6803,3.56049,-1.7464,10000
(S1; S5),-0.0094401,-0.0103365,8.47529,77.137,73.3192,3.8178,-0.640542,10000
(S2; S3),0.567615,0.552686,1082.93,68.7655,68.0996,0.665862,-0.351165,10000
(S2; S4),-0.00655836,-0.00729717,6.05853,115.534,110.79,4.74341,-1.37218,10000
(S2; S5),-0.0426902,-0.0432839,9.55433,119.139,118.386,0.753374,-0.0712297,10000
(S3; S4),-0.0295536,-0.0297175,7.38545,318.304,316.157,2.14663,1.65716,10000
(S3; S5),-0.0211676,-0.0214841,5.02112,328.875,328.768,0.107209,0.163717,10000
(S4; S5),0.874309,0.863311,2488.18,4.87148,1.10088,3.7706,-1.7563,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.90917,0.900434,2762.77,20.8803,16.8288,4.05157,1.10663,10000
(S1; S3),0.496949,0.474396,838.964,145.347,142.498,2.8498,0.894729,10000
(S1; S4),-0.0179934,-0.0217951,5.262,141.282,140.686,0.596309,-0.375601,10000
(S1; S5),0.000108252,-0.00206179,9.0594,144.277,143.089,1.18861,0.0491125,10000
(S2; S3),0.572874,0.540733,1063.44,72.7153,72.5008,0.214543,-0.241942,10000
(S2; S4),-0.00594488,-0.00722109,3.55041,228.263,226.051,2.21179,0.918453,10000
(S2; S5),0.0087343,0.00769052,8.50657,231.809,229.818,1.9911,1.059,10000
(S3; S4),-0.0238676,-0.0242561,7.86339,514.454,510.567,3.88693,2.32009,10000
(S3; S5),-0.00346952,-0.00430633,15.4162,508.818,504.433,4.38431,-1.08028,10000
(S4; S5),0.925468,0.919155,2821.38,5.86081,3.78193,2.07887,-0.813111,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.856796,0.853554,2475.9,9.86029,5.83663,4.02365,0.521467,10000
(S1; S3),0.498544,0.484694,855.247,78.8023,75.718,3.08435,1.31998,10000
(S1; S4),0.0178708,0.016225,9.32253,121.038,115.526,5.51207,-0.519738,10000
(S1; S5),0.031696,0.0300966,18.7348,97.4815,93.9606,3.52085,-0.535691,10000
(S2; S3),0.569735,0.552271,1090.73,49.349,44.7818,4.56719,-1.01919,10000
(S2; S4),-0.0052854,-0.00592207,3.94175,157.247,154.548,2.69919,1.03602,10000
(S2; S5),0.00541826,0.00545695,11.7433,132.497,128.774,3.72306,0.584609,10000
(S3; S4),-0.0180949,-0.0181007,6.658,336.235,334.83,1.40518,0.681447,10000
(S3; S5),-0.019633,-0.0209033,13.564,297.101,295.279,1.82194,0.689358,10000
(S4; S5),0.953128,0.940642,2959.24,8.34587,4.8225,3.52337,-0.0511016,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.892555,0.888748,2680.76,8.61395,7.50231,1.11164,1.05459,10000
(S1; S3),0.492441,0.476997,840.318,94.0989,91.591,2.50789,0.25598,10000
(S1; S4),0.00470708,0.00269698,3.32182,71.8331,71.584,0.249147,0.0282531,10000
(S1; S5),0.00795899,0.00668649,13.8024,72.2306,68.8478,3.38274,0.366362,10000
(S2; S3),0.546815,0.527588,1002.97,56.8069,54.5765,2.23039,-0.256894,10000
(S2; S4),-0.00330747,-0.00406265,4.27778,109.795,108.946,0.84921,-0.156841,10000
(S2; S5),0.0045132,0.00416211,6.52441,112.086,109.435,2.65085,0.421565,10000
(S3; S4),-0.0111999,-0.011852,3.3748,289.646,288.864,0.782576,0.22338,10000
(S3; S5),-0.0267856,-0.0276014,7.06784,284.664,283.54,1.12344,-0.945037,10000
(S4; S5),0.874229,0.870528,2537.23,8.31527,6.09278,2.2225,0.00623653,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.882939,0.870259,2591,4.54233,2.89615,1.64618,-0.11349,10000
(S1; S3),0.502377,0.468659,844.773,149.187,146.702,2.4852,-0.244895,10000
(S1; S4),-0.00165522,-0.00478683,7.55989,148.41,145.145,3.26496,1.55885,10000
(S1; S5),0.0413602,0.0388204,11.8407,129.545,128.354,1.19098,-1.03817,10000
(S2; S3),0.569604,0.531775,1046.14,125.76,116.665,9.09446,2.0901,10000
(S2; S4),-0.00633774,-0.00819956,10.1709,184.989,182.28,2.70921,0.766738,10000
(S2; S5),0.00211355,0.000474583,6.52347,163.656,162.246,1.41017,-0.306265,10000
(S3; S4),-0.00582527,-0.00638952,12.2261,512.558,512.316,0.242715,-0.041866,10000
(S3; S5),-0.0292518,-0.029489,11.664,484.511,477.409,7.10184,-1.82986,10000
(S4; S5),0.91106,0.918843,2823.23,13.9398,6.71293,7.22692,2.34588,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.88321,0.884993,2628.21,6.66473,5.40535,1.25939,-0.578437,10000
(S1; S3),0.484204,0.479745,807.284,39.4204,39.2168,0.203598,-0.0287607,10000
(S1; S4),0.0067946,0.00690851,9.88899,46.0309,42.9583,3.07262,-1.24294,10000
(S1; S5),0.015032,0.0132909,7.38917,53.4791,52.7625,0.716606,0.456175,10000
(S2; S3),0.58672,0.583343,1173.01,32.8424,29.7013,3.14113,1.70866,10000
(S2; S4),0.0170351,0.0167268,6.25322,55.1806,54.0859,1.09474,-0.0435601,10000
(S2; S5),-0.00159278,-0.00212982,10.0884,70.943,69.6429,1.3001,0.675344,10000
(S3; S4),-0.0122907,-0.0128746,3.76698,148.738,146.863,1.87497,1.19622,10000
(S3; S5),0.0178869,0.0176492,8.18313,171.662,169.28,2.38201,1.59529,10000
(S4; S5),0.924727,0.909175,2764.63,11.4815,5.15098,6.33055,-0.67951,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.846454,0.842684,2395.04,6.87909,5.94831,0.930779,-0.383596,10000
(S1; S3),0.493966,0.475286,826.797,126.433,125.422,1.01096,-0.507682,10000
(S1; S4),-0.00779555,-0.0122091,10.3798,93.807,92.9642,0.842794,0.644705,10000
(S1; S5),0.0103639,0.00763663,12.6583,101.421,94.1738,7.24728,-2.00155,10000
(S2; S3),0.57485,0.54826,1110.14,86.0747,83.8927,2.182,1.00542,10000
(S2; S4),-0.0116771,-0.0130203,7.4299,137.495,136.263,1.23193,0.0562025,10000
(S2; S5),-0.0186775,-0.0195731,2.47369,139.13,138.457,0.672689,0.0930016,10000
(S3; S4),-0.0222726,-0.0226621,2.78388,392.303,390.959,1.34378,0.600281,10000
(S3; S5),-0.0206193,-0.0212827,8.22429,386.349,384.972,1.37713,-0.3199,10000
(S4; S5),0.871446,0.868202,2521.87,6.09325,2.55367,3.53958,0.638902,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.88992,0.883919,2641.84,21.8867,20.4752,1.41145,0.920288,10000
(S1; S3),0.500393,0.480832,881.377,159.624,155.328,4.29601,1.2826,10000
(S1; S4),-0.0172009,-0.0192939,8.48864,84.5215,80.6501,3.87135,-0.00261553,10000
(S1; S5),-0.0202911,-0.023871,6.00319,98.7937,96.7933,2.00042,1.00036,10000
(S2; S3),0.577334,0.550464,1086.7,81.0994,81.0086,0.090815,-0.283918,10000
(S2; S4),-0.0310657,-0.0315207,10.2762,162.145,159.261,2.88463,-0.715221,10000
(S2; S5),-0.0140038,-0.015436,2.70377,181.152,179.895,1.25653,-0.387951,10000
(S3; S4),-0.0329978,-0.0343826,7.62536,409.953,409.113,0.83957,0.133278,10000
(S3; S5),-0.036413,-0.0375274,13.5811,447.647,442.453,5.19391,-0.0224154,10000
(S4; S5),0.874531,0.873036,2553.18,9.62884,2.21325,7.4156,-2.48726,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.906287,0.897213,2718.66,4.99899,0.927548,4.07144,1.59098,10000
(S1; S3),0.51922,0.492608,878.777,137.11,136.129,0.981411,-0.516058,10000
(S1; S4),-0.0177727,-0.0210954,9.50463,199.542,196.581,2.9606,0.767156,10000
(S1; S5),0.0104189,0.00765269,6.95091,191.841,191.144,0.697366,-0.698536,10000
(S2; S3),0.585189,0.556822,1117.25,130.136,125.401,4.73483,-0.32049,10000
(S2; S4),-0.00308497,-0.00671917,8.526,218.559,212.901,5.65849,-0.552748,10000
(S2; S5),0.00249451,-0.000893349,7.57209,205.597,203.729,1.868,-0.80935,10000
(S3; S4),-0.055575,-0.0554807,7.83464,584.285,583.23,1.05461,0.215696,10000
(S3; S5),-0.0404823,-0.040842,3.41211,569.3,565.582,3.71845,-0.837955,10000
(S4; S5),0.880584,0.870191,2530.69,8.18086,7.28386,0.897006,0.786959,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.887036,0.877387,2620.8,12.9991,12.1202,0.87887,-0.303036,10000
(S1; S3),0.493323,0.461216,828.356,215.013,214.496,0.516926,-0.330924,10000
(S1; S4),0.00445182,-0.000513977,4.51075,161.14,157.956,3.18367,-0.3748,10000
(S1; S5),-0.0220452,-0.0270029,10.2886,182.68,175.151,7.52893,1.5447,10000
(S2; S3),0.580292,0.539252,1078.77,141.84,139.35,2.48984,1.12235,10000
(S2; S4),-0.0233393,-0.0258852,9.97256,240.985,233.195,7.78981,-1.26645,10000
(S2; S5),-0.00666855,-0.00927792,3.55101,254.472,254.095,0.376659,0.0404708,10000
(S3; S4),-0.0380611,-0.0379073,8.01197,648.879,644.665,4.21432,0.600718,10000
(S3; S5),-0.0403527,-0.0405198,6.44145,672.74,669.905,2.83461,0.244557,10000
(S4; S5),0.866937,0.867902,2518.27,6.84909,5.98578,0.863306,0.88825,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.837848,0.835446,2362.43,9.60682,8.71181,0.895008,-0.0183818,10000
(S1; S3),0.490027,0.477737,831.586,77.8453,76.2005,1.64479,-0.612494,10000
(S1; S4),0.0221482,0.0206828,13.5224,94.3177,87.0289,7.2888,-2.0047,10000
(S1; S5),0.0311289,0.0300243,7.21627,83.0149,80.614,2.4009,-1.3819,10000
(S2; S3),0.542498,0.532081,1012.39,116.951,114.997,1.95402,-0.0683799,10000
(S2; S4),0.0179369,0.0153875,12.1864,67.2988,59.6502,7.64862,-2.27584,10000
(S2; S5),0.0189157,0.0175809,10.2608,62.6467,55.3423,7.30442,-1.92091,10000
(S3; S4),-0.0186956,-0.0190512,12.4779,300.592,297.628,2.96342,-1.60893,10000
(S3; S5),-0.0178279,-0.0191516,6.68295,281.807,278.465,3.34179,-0.830923,10000
(S4; S5),0.921312,0.911,2774.47,3.54672,0.683922,2.8628,0.767667,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.88954,0.88979,2665.65,13.5754,9.69638,3.87905,1.82328,10000
(S1; S3),0.514693,0.506404,940.274,95.519,93.1219,2.39707,0.59194,10000
(S1; S4),0.000833173,0.000472454,5.25218,27.3664,27.1214,0.244956,-0.358234,10000
(S1; S5),0.0189095,0.017357,10.0665,29.4375,24.2401,5.19734,-0.602892,10000
(S2; S3),0.595448,0.584964,1233.86,55.1,53.1965,1.9035,-1.02073,10000
(S2; S4),-0.011705,-0.011704,11.1195,56.1974,55.6818,0.515558,0.397938,10000
(S2; S5),-0.0191941,-0.019253,11.8582,57.0829,53.7154,3.36756,1.33762,10000
(S3; S4),-0.00841661,-0.00889658,7.57478,202.816,201.927,0.889649,-0.152147,10000
(S3; S5),0.0236103,0.0225163,10.6223,198.383,193.733,4.6501,-1.69281,10000
(S4; S5),0.924167,0.915454,2801.26,5.09336,1.48463,3.60873,-1.24526,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.865119,0.857322,2524.22,8.27036,4.40222,3.86814,-0.0908651,10000
(S1; S3),0.474084,0.445117,789.917,154.052,153.349,0.702929,0.169329,10000
(S1; S4),0.00221096,-5.50842e-05,12.362,137.314,136.435,0.879863,0.143968,10000
(S1; S5),-0.0193344,-0.0206637,9.18868,124.55,123.895,0.65538,0.584068,10000
(S2; S3),0.578702,0.546985,1129.5,124.482,122.487,1.99533,-0.398929,10000
(S2; S4),0.0355859,0.0342226,10.0901,176.586,175.429,1.15755,-0.120373,10000
(S2; S5),0.00445581,0.00291382,5.14847,160.973,157.65,3.32317,-1.39036,10000
(S3; S4),0.0159749,0.0143446,9.50494,536.398,535.924,0.474317,0.561733,10000
(S3; S5),-0.0199008,-0.0217488,6.22586,504.266,502.518,1.74768,-1.10692,10000
(S4; S5),0.918439,0.912874,2786.89,7.58394,4.44676,3.13718,-0.513157,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.854673,0.856236,2472.51,12.5355,10.3468,2.18867,-0.258489,10000
(S1; S3),0.457729,0.459241,732.042,67.3831,66.4804,0.902635,-0.495351,10000
(S1; S4),-0.01466,-0.0154904,6.88086,25.1941,22.9461,2.24799,0.190816,10000
(S1; S5),0.00941411,0.00864167,6.55171,15.3377,13.8313,1.50646,-1.17761,10000
(S2; S3),0.519809,0.521388,936.386,38.3947,36.1371,2.25759,0.776406,10000
(S2; S4),-0.00123544,-0.00228371,5.77629,50.7344,49.331,1.40346,-0.409532,10000
(S2; S5),0.0158564,0.015563,13.7806,38.134,37.9151,0.218874,0.458093,10000
(S3; S4),0.00795842,0.0076203,4.93075,153.117,150.372,2.74492,-0.381687,10000
(S3; S5),-0.00273472,-0.00403674,15.4266,128.879,124.255,4.62429,-2.09986,10000
(S4; S5),0.893147,0.876695,2572.27,5.59848,2.93941,2.65907,-0.524341,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.895213,0.896382,2687.37,7.43974,5.31393,2.12581,-1.38102,10000
(S1; S3),0.522943,0.518018,944.372,73.7421,72.7787,0.963413,0.887725,10000
(S1; S4),0.018925,0.0172832,2.87301,44.2911,43.8779,0.413171,0.209254,10000
(S1; S5),-0.00832727,-0.01001,6.47291,50.3413,45.0452,5.29609,2.18794,10000
(S2; S3),0.548392,0.541799,1036.28,46.3103,42.3672,3.94308,0.333827,10000
(S2; S4),0.0181513,0.0182145,17.228,78.0129,71.8155,6.19739,2.37369,10000
(S2; S5),-0.030517,-0.0309738,9.4922,74.4992,72.4824,2.01685,1.07217,10000
(S3; S4),-0.0347608,-0.035198,9.53138,210.35,205.046,5.30428,2.09876,10000
(S3; S5),-0.0490741,-0.0496758,9.71308,207.415,207.328,0.0866168,0.34796,10000
(S4; S5),0.938514,0.924165,2856.12,4.83206,0.739829,4.09223,1.3224,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.867822,0.867063,2537.16,6.07257,3.83178,2.24079,0.129821,10000
(S1; S3),0.474198,0.460248,764.495,79.2844,78.8034,0.481023,0.554241,10000
(S1; S4),0.0154524,0.0143654,11.1541,75.5287,68.6623,6.86644,0.885161,10000
(S1; S5),0.00669559,0.00506316,8.17106,87.5571,83.0762,4.48084,0.382373,10000
(S2; S3),0.549855,0.529931,1031.26,58.5384,54.6527,3.8857,-1.93439,10000
