
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S8),2.28949,2.28875,174651,55.1417,50.3099,4.83178,0.332105,100000
(S2; S3),2.35009,2.35177,184366,7.58729,4.86031,2.72698,-0.303949,100000
(S2; S4),2.41036,2.4125,194013,8.65633,3.66113,4.99519,-1.15555,100000
(S2; S5),2.11155,2.11292,148820,9.32493,3.40225,5.92268,-1.96527,100000
(S2; S6),2.26446,2.26685,171291,8.13457,1.60049,6.53407,-2.33864,100000
(S2; S7),2.28845,2.28788,174518,60.6651,58.0974,2.56762,-0.740495,100000
(S2; S8),2.16721,2.16671,156521,47.4158,46.6758,0.739986,0.159205,100000
(S3; S4),2.47657,2.47717,204549,8.21209,0.563379,7.64871,-2.12494,100000
(S3; S5),2.00053,2.00057,133416,13.1909,2.38513,10.8058,-2.72526,100000
(S3; S6),2.1442,2.14509,153386,11.1522,1.42334,9.72884,-2.68857,100000
(S3; S7),2.16874,2.16687,156541,35.0268,30.5807,4.44603,-1.23608,100000
(S3; S8),2.05341,2.05169,140343,28.2747,25.2359,3.03883,-0.692388,100000
(S4; S5),2.05658,2.05695,141041,8.3526,3.10349,5.24912,-0.85818,100000
(S4; S6),2.20421,2.2055,162144,5.38581,0.457481,4.92833,-1.66329,100000
(S4; S7),2.22873,2.22715,165371,41.7296,39.2884,2.44123,-0.250645,100000
(S4; S8),2.10987,2.10841,148209,35.2943,32.4003,2.89395,0.939785,100000
(S5; S6),2.51631,2.5172,211216,8.49607,6.55977,1.93631,0.361497,100000
(S5; S7),2.34804,2.3459,183483,54.4588,50.58,3.87883,1.41221,100000
(S5; S8),2.22342,2.22143,164526,42.3503,38.8648,3.48554,1.81919,100000
(S6; S7),2.51711,2.51577,211014,77.2819,75.0755,2.20641,0.864903,100000
(S6; S8),2.38463,2.3834,189392,58.2146,56.5846,1.63,1.16592,100000
(S7; S8),2.77058,2.76548,254930,2.73538,0.810358,1.92503,0.550436,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.77076,2.77213,256159,2.51715,2.02395,0.493198,0.520822,100000
(S1; S3),2.48275,2.48419,205708,2.01211,0.194999,1.81711,0.0963635,100000
(S1; S4),2.54576,2.54771,216362,2.44829,0.69111,1.75718,0.34639,100000
(S1; S5),2.21775,2.21955,164219,4.01166,1.342,2.66966,-1.53986,100000
(S1; S6),2.37595,2.37816,188528,12.2239,1.51532,10.7086,-2.86883,100000
(S1; S7),2.41699,2.4148,194416,74.6951,72.0131,2.68199,0.086918,100000
(S1; S8),2.28749,2.28569,174175,40.7215,40.1429,0.5786,0.397894,100000
(S2; S3),2.36211,2.36319,186157,2.85592,1.07985,1.77607,0.103693,100000
(S2; S4),2.42043,2.42198,195535,3.75376,2.57162,1.18214,0.125857,100000
(S2; S5),2.10772,2.10917,148292,7.52048,1.77893,5.74155,-1.97477,100000
(S2; S6),2.25773,2.25955,170193,11.6046,3.14182,8.46282,-2.58661,100000
(S2; S7),2.29518,2.29282,175268,51.9115,48.1658,3.74567,-0.314086,100000
(S2; S8),2.17265,2.17068,157088,28.2251,26.9297,1.29533,0.477699,100000
(S3; S4),2.48074,2.48256,205438,4.45908,0.821739,3.63734,-0.608823,100000
(S3; S5),1.98992,1.99148,132209,9.68868,1.73023,7.95845,-2.11343,100000
(S3; S6),2.13594,2.13788,152359,12.0428,1.51797,10.5248,-2.68161,100000
(S3; S7),2.17012,2.16806,156717,62.2235,53.149,9.07445,-0.458114,100000
(S3; S8),2.055,2.05329,140554,33.7507,31.7742,1.97649,-0.018797,100000
(S4; S5),2.0425,2.04448,139336,5.67947,0.996802,4.68266,-1.76274,100000
(S4; S6),2.18902,2.19139,160078,7.49179,0.3581,7.13369,-2.6489,100000
(S4; S7),2.22408,2.22237,164669,66.5664,62.6856,3.8808,0.218335,100000
(S4; S8),2.10661,2.10525,147763,41.3972,38.3215,3.07569,0.103513,100000
(S5; S6),2.51473,2.51756,211273,4.85362,1.24206,3.61156,-1.71928,100000
(S5; S7),2.34689,2.3452,183366,65.1832,64.1589,1.02425,0.686919,100000
(S5; S8),2.22397,2.22263,164691,38.5358,37.9701,0.565694,0.506797,100000
(S6; S7),2.51329,2.51179,210351,112.598,104.93,7.66818,2.50121,100000
(S6; S8),2.37911,2.37797,188525,67.339,58.966,8.37297,2.37644,100000
(S7; S8),2.76841,2.76187,254266,6.78049,6.57587,0.20462,0.0380409,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.75353,2.76001,253924,9.52417,0.32093,9.20324,-0.471319,100000
(S1; S3),2.46982,2.47535,204249,2.7585,2.10093,0.657572,-0.24019,100000
(S1; S4),2.53886,2.54414,215758,4.30326,3.35504,0.948223,0.050657,100000
(S1; S5),2.20518,2.21115,162978,12.8187,1.95456,10.8641,-3.11435,100000
(S1; S6),2.37189,2.37762,188442,8.96193,1.76699,7.19494,-2.05298,100000
(S1; S7),2.40138,2.39562,191429,213.012,206.992,6.02041,-2.20139,100000
(S1; S8),2.27682,2.27141,172086,172.19,167.687,4.5021,-1.53494,100000
(S2; S3),2.33527,2.34064,182623,3.78105,2.33929,1.44176,-0.494659,100000
(S2; S4),2.39948,2.4046,192741,7.80103,3.76667,4.03436,0.596568,100000
(S2; S5),2.08293,2.08867,145424,10.0901,1.91013,8.18,-1.84199,100000
(S2; S6),2.24008,2.24562,168098,4.96784,1.32877,3.63907,-0.743092,100000
(S2; S7),2.26647,2.26116,170551,178.752,173.005,5.74648,-1.63609,100000
(S2; S8),2.14837,2.1434,153246,149.161,145.305,3.85602,-0.693437,100000
(S3; S4),2.46672,2.47171,203648,4.29694,3.31344,0.983503,0.824633,100000
(S3; S5),1.97386,1.97912,130570,12.2643,2.77195,9.49234,-2.64287,100000
(S3; S6),2.12231,2.12734,150858,8.6749,4.7191,3.95581,-0.997594,100000
(S3; S7),2.1512,2.14588,153599,162.933,158.93,4.00294,-1.32344,100000
(S3; S8),2.0384,2.0334,137909,138.027,135.633,2.39409,-0.795795,100000
(S4; S5),2.02987,2.03493,138039,15.3195,2.05308,13.2664,-3.40658,100000
(S4; S6),2.18372,2.18852,159658,8.55676,3.10687,5.4499,-2.07393,100000
(S4; S7),2.21641,2.21054,162977,155.214,149.303,5.91184,-2.06406,100000
(S4; S8),2.10115,2.09563,146466,128.843,124.154,4.6883,-1.49041,100000
(S5; S6),2.49773,2.50489,209152,4.7626,2.60914,2.15346,1.37067,100000
(S5; S7),2.32417,2.31951,179460,217.116,210.885,6.23146,1.86644,100000
(S5; S8),2.20214,2.19778,161113,177.565,172.044,5.52163,1.46359,100000
(S6; S7),2.49888,2.49322,207331,250.209,242.562,7.64669,0.765422,100000
(S6; S8),2.36813,2.3628,186201,201.202,188.563,12.6398,1.19025,100000
(S7; S8),2.78078,2.76069,254050,6.70457,4.98657,1.718,-0.0440159,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.75867,2.76026,253969,5.16973,4.2097,0.960023,0.558544,100000
(S1; S3),2.47495,2.47585,204334,15.025,8.42198,6.60301,-0.173423,100000
(S1; S4),2.54924,2.55202,217097,9.93861,8.62079,1.31781,-0.0442763,100000
(S1; S5),2.22613,2.22839,165528,3.6315,1.06931,2.56219,-1.59824,100000
(S1; S6),2.38276,2.38411,189469,5.2411,1.20208,4.03902,-1.29343,100000
(S1; S7),2.41162,2.41022,193675,54.8119,52.9823,1.8296,-1.23517,100000
(S1; S8),2.28611,2.28454,174003,47.5305,45.8749,1.65568,-1.15012,100000
(S2; S3),2.34087,2.34126,182722,12.2655,8.51107,3.7544,-0.429733,100000
(S2; S4),2.4091,2.41125,193812,13.5761,12.7844,0.791747,-0.612772,100000
(S2; S5),2.1073,2.10904,148274,7.23616,3.92858,3.30758,-1.72173,100000
(S2; S6),2.25622,2.25707,169813,4.08347,1.22957,2.8539,-1.65021,100000
(S2; S7),2.28067,2.27889,173145,51.018,47.4233,3.59462,-1.58096,100000
(S2; S8),2.161,2.1591,155420,45.1674,41.0705,4.09683,-1.71461,100000
(S3; S4),2.47655,2.47823,204725,12.9571,9.04736,3.90969,-0.481619,100000
(S3; S5),1.99745,1.99867,133161,8.12493,5.50049,2.62444,-1.06002,100000
(S3; S6),2.1363,2.13665,152179,5.83268,2.45871,3.37396,-0.472412,100000
(S3; S7),2.1626,2.16046,155606,28.168,25.3831,2.78488,-0.896812,100000
(S3; S8),2.04859,2.04635,139604,29.1882,26.6876,2.50061,-0.942448,100000
(S4; S5),2.05854,2.06129,141634,4.70174,1.88136,2.82038,-1.66349,100000
(S4; S6),2.19966,2.20162,161574,7.85905,5.15705,2.70199,-0.987875,100000
(S4; S7),2.22764,2.22706,165360,52.8069,49.9554,2.85156,-1.46663,100000
(S4; S8),2.11253,2.11176,148685,52.7884,49.6279,3.16046,-1.22203,100000
(S5; S6),2.51343,2.51548,210924,6.50624,4.77119,1.73506,-0.207972,100000
(S5; S7),2.35046,2.34968,184070,56.3028,53.9171,2.38566,0.63548,100000
(S5; S8),2.22515,2.22417,164931,52.478,48.6976,3.78036,1.08146,100000
(S6; S7),2.51839,2.51642,211112,60.7041,59.9957,0.708367,0.531329,100000
(S6; S8),2.38439,2.38228,189205,51.543,50.5887,0.954327,0.844289,100000
(S7; S8),2.7723,2.76654,255128,5.79387,4.98452,0.80935,0.211926,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.76157,2.75961,253851,10.6001,0.939607,9.66054,0.405243,100000
(S1; S3),2.47362,2.4718,203661,4.0597,0.276264,3.78343,1.06486,100000
(S1; S4),2.54692,2.54388,215712,1.77619,0.790911,0.985276,0.68567,100000
(S1; S5),2.2236,2.22171,164536,7.27554,0.27479,7.00076,-2.46176,100000
(S1; S6),2.37466,2.37339,187772,6.89771,2.15954,4.73817,-0.449007,100000
(S1; S7),2.40986,2.41143,193877,73.1934,72.427,0.76635,-0.0424966,100000
(S1; S8),2.27725,2.27878,173137,64.1989,63.2756,0.923281,-0.363108,100000
(S2; S3),2.34166,2.34044,182591,2.91228,0.255654,2.65663,0.522278,100000
(S2; S4),2.41127,2.40888,193427,4.09241,1.97641,2.116,-0.0781357,100000
(S2; S5),2.10509,2.10373,147527,8.07909,0.649429,7.42966,-2.24684,100000
(S2; S6),2.24844,2.2477,168410,2.53254,1.55954,0.972994,-0.610669,100000
(S2; S7),2.27955,2.28149,173543,56.0393,55.9014,0.137915,-0.267031,100000
(S2; S8),2.15397,2.15585,154959,51.9707,50.9576,1.01308,-0.53883,100000
(S3; S4),2.47053,2.46802,203040,4.36353,1.48606,2.87746,-1.3398,100000
(S3; S5),1.98488,1.98354,131152,6.74166,0.379974,6.36168,-2.42346,100000
(S3; S6),2.12564,2.12489,150511,5.4684,1.67505,3.79335,-1.65406,100000
(S3; S7),2.15551,2.15732,155176,52.4011,51.2752,1.12591,-0.835828,100000
(S3; S8),2.03808,2.03985,138741,49.8437,48.2187,1.62499,-0.949557,100000
(S4; S5),2.04696,2.04464,139355,2.20994,0.451683,1.75825,-1.09425,100000
(S4; S6),2.19012,2.18834,159634,10.7423,2.81808,7.92418,0.324082,100000
(S4; S7),2.22187,2.22273,164736,61.1754,59.9757,1.19969,0.343888,100000
(S4; S8),2.09863,2.09949,146977,57.2648,55.1668,2.09796,-0.0219226,100000
(S5; S6),2.50796,2.50677,209465,9.56132,1.63632,7.925,1.00118,100000
(S5; S7),2.33535,2.33703,182098,62.462,58.7836,3.67843,1.18451,100000
(S5; S8),2.20958,2.2112,163017,53.793,53.116,0.67701,0.582674,100000
(S6; S7),2.50178,2.50437,209096,59.0289,58.8311,0.197788,0.36174,100000
(S6; S8),2.36601,2.36851,187026,52.7078,50.2268,2.48097,-0.207595,100000
(S7; S8),2.75404,2.76009,253938,3.89024,0.349594,3.54065,-1.50184,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.76915,2.76997,255759,12.8808,3.68064,9.20018,-2.57855,100000
(S1; S3),2.48725,2.48764,206282,7.90452,0.370576,7.53394,0.772713,100000
(S1; S4),2.55586,2.55616,217801,10.5948,1.55059,9.04417,1.11066,100000
(S1; S5),2.2292,2.22936,165671,0.744657,0.268705,0.475953,-0.466378,100000
(S1; S6),2.38389,2.38423,189488,5.9176,4.28192,1.63568,-0.741223,100000
(S1; S7),2.41712,2.41649,194658,14.3071,12.2,2.10708,0.828455,100000
(S1; S8),2.29042,2.28992,174797,9.37736,6.46423,2.91313,0.396999,100000
(S2; S3),2.35956,2.3604,185719,7.32623,0.74493,6.5813,1.67051,100000
(S2; S4),2.42317,2.42393,195853,13.5986,1.40544,12.1931,1.74905,100000
(S2; S5),2.11409,2.11464,149061,2.66653,1.22625,1.44027,0.982404,100000
(S2; S6),2.25971,2.26047,170329,7.96546,5.11263,2.85282,0.535816,100000
(S2; S7),2.29302,2.29288,175256,21.0199,14.1686,6.8513,1.94071,100000
(S2; S8),2.17212,2.17208,157275,17.0376,9.07078,7.96682,1.12455,100000
(S3; S4),2.4896,2.49004,206681,14.1928,1.77658,12.4162,0.0356731,100000
(S3; S5),2.00309,2.00335,133788,4.5495,0.149834,4.39966,-0.667536,100000
(S3; S6),2.14439,2.14482,153350,9.81633,2.40061,7.41571,-1.17755,100000
(S3; S7),2.17142,2.171,157124,12.561,11.1079,1.45308,0.437742,100000
(S3; S8),2.0583,2.05798,141188,9.5849,6.85283,2.73207,-0.0296517,100000
(S4; S5),2.0614,2.06158,141676,7.26927,1.12614,6.14313,-0.979323,100000
(S4; S6),2.20749,2.20784,162493,9.70966,7.05328,2.65638,-0.0232062,100000
(S4; S7),2.23397,2.23346,166291,9.03322,6.94403,2.08919,0.764335,100000
(S4; S8),2.11831,2.1179,149526,5.70016,4.25262,1.44754,-0.123904,100000
(S5; S6),2.51179,2.5121,210358,4.86487,4.00151,0.86336,-0.316943,100000
(S5; S7),2.34765,2.34697,183620,21.4803,13.2013,8.27902,1.76485,100000
(S5; S8),2.22544,2.22489,165012,13.3191,7.53569,5.78344,1.68115,100000
(S6; S7),2.51157,2.51101,210192,39.8561,35.4176,4.43849,1.12276,100000
(S6; S8),2.37668,2.37626,188232,23.6779,20.5204,3.15754,1.15799,100000
(S7; S8),2.76642,2.7648,254805,6.06003,1.77505,4.28498,0.276628,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.74821,2.75929,253791,8.27724,2.29015,5.9871,-1.13385,100000
(S1; S3),2.46665,2.47672,204480,2.56706,2.19188,0.375181,-0.0218279,100000
(S1; S4),2.53487,2.54593,216067,8.37251,4.51272,3.85979,-0.614535,100000
(S1; S5),2.21173,2.21991,164271,3.53021,1.87114,1.65906,0.88255,100000
(S1; S6),2.37059,2.38063,188918,2.15225,0.923027,1.22922,0.0776691,100000
(S1; S7),2.40143,2.39035,190702,243.998,235.951,8.0464,-0.677505,100000
(S1; S8),2.27123,2.26258,170825,158.074,150.042,8.0319,-1.42306,100000
(S2; S3),2.33289,2.34294,182985,4.34064,0.953353,3.38729,0.127294,100000
(S2; S4),2.39794,2.40896,193442,1.09972,0.925082,0.174634,-0.21241,100000
(S2; S5),2.0912,2.09941,146922,4.3314,1.80586,2.52554,1.314,100000
(S2; S6),2.24193,2.25192,169041,1.02796,0.317266,0.710691,0.0842094,100000
(S2; S7),2.27027,2.26031,170532,216.923,213.768,3.15583,0.0962641,100000
(S2; S8),2.14771,2.13999,152826,145.754,142.506,3.2474,-0.420248,100000
(S3; S4),2.4684,2.4798,204986,4.51792,1.21157,3.30636,-0.120752,100000
(S3; S5),1.97719,1.98501,131347,5.43364,4.01355,1.42009,0.48322,100000
(S3; S6),2.11723,2.12674,150772,2.33498,0.318663,2.01632,-0.95552,100000
(S3; S7),2.14944,2.14,152857,198.721,195.905,2.81603,-0.88922,100000
(S3; S8),2.03382,2.02651,137042,135.276,133.34,1.93595,-1.10544,100000
(S4; S5),2.0313,2.03991,138714,4.38338,3.80202,0.581361,0.513605,100000
(S4; S6),2.17688,2.18727,159476,0.93074,0.780554,0.150186,-0.201423,100000
(S4; S7),2.2062,2.19709,161135,220.905,220.173,0.732206,-0.460775,100000
(S4; S8),2.0842,2.07726,144004,150.254,149.372,0.882373,-0.817173,100000
(S5; S6),2.49674,2.50695,209497,7.94413,5.4533,2.49083,-1.44992,100000
(S5; S7),2.33491,2.32392,180250,201.523,201.285,0.237341,-0.0169758,100000
(S5; S8),2.20942,2.20079,161626,132.044,131.803,0.240808,-0.511226,100000
(S6; S7),2.50405,2.49343,207514,317.504,316.105,1.39918,0.0508387,100000
(S6; S8),2.36864,2.36051,185945,195.966,195.29,0.675565,-0.371303,100000
(S7; S8),2.80034,2.76515,254873,14.208,12.9817,1.22626,-0.216661,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.76154,2.76469,254785,3.89155,0.306784,3.58477,-1.51714,100000
(S1; S3),2.48251,2.48493,205832,2.783,0.688731,2.09427,-1.13288,100000
(S1; S4),2.55221,2.55521,217639,5.29034,3.89544,1.3949,-1.11971,100000
(S1; S5),2.22233,2.22424,164911,4.86058,3.19768,1.6629,-0.0537723,100000
(S1; S6),2.38308,2.38529,189655,4.30166,2.52615,1.77551,1.21451,100000
(S1; S7),2.40914,2.4072,193185,59.1694,59.041,0.12837,-0.184938,100000
(S1; S8),2.28584,2.28377,173881,49.9183,49.345,0.57333,0.0740345,100000
(S2; S3),2.34915,2.3515,184323,3.76916,0.5952,3.17396,1.12701,100000
(S2; S4),2.41619,2.4191,195070,2.66445,1.91924,0.745211,0.792306,100000
(S2; S5),2.10345,2.10531,147747,4.69599,2.49701,2.19898,0.303616,100000
(S2; S6),2.25385,2.25598,169652,5.88359,2.73197,3.15162,1.55438,100000
(S2; S7),2.28035,2.27859,173096,49.4129,48.6617,0.751241,0.192579,100000
(S2; S8),2.16441,2.16253,155912,43.1081,42.8586,0.249551,0.498596,100000
(S3; S4),2.48257,2.48514,205865,3.38578,3.18608,0.199704,-0.0480717,100000
(S3; S5),1.99233,1.99376,132505,1.80225,1.03738,0.764872,0.391366,100000
(S3; S6),2.13774,2.13941,152571,2.13893,1.18745,0.951474,0.972169,100000
(S3; S7),2.16365,2.16161,155779,38.0936,37.0921,1.00148,0.916276,100000
(S3; S8),2.05217,2.05004,140112,34.3934,33.0538,1.33956,1.1557,100000
(S4; S5),2.05193,2.05381,140607,3.47255,2.24113,1.23142,-0.922078,100000
(S4; S6),2.19922,2.20139,161541,7.59537,6.25039,1.34499,0.63973,100000
(S4; S7),2.22334,2.22169,164558,44.7844,44.0348,0.74954,0.286139,100000
(S4; S8),2.1098,2.10803,148154,42.0537,41.4356,0.618168,-0.0248456,100000
(S5; S6),2.51358,2.51526,210888,11.0916,4.62315,6.4685,1.38815,100000
(S5; S7),2.3436,2.34116,182738,46.8772,43.0772,3.80009,0.494822,100000
(S5; S8),2.22353,2.221,164459,41.509,37.9086,3.60044,0.748402,100000
(S6; S7),2.50954,2.50707,209557,70.4884,68.9052,1.58314,-0.897,100000
(S6; S8),2.38178,2.3792,188718,54.1309,53.2933,0.837623,0.0737883,100000
(S7; S8),2.77435,2.76642,255106,5.3454,4.36721,0.978193,0.754167,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.74497,2.76182,254256,3.82766,1.91819,1.90948,0.628954,100000
(S1; S3),2.45331,2.46835,203095,2.70094,0.75623,1.94472,1.37593,100000
(S1; S4),2.52744,2.54183,215366,9.35688,4.29795,5.05893,1.10653,100000
(S1; S5),2.19853,2.21223,163135,3.16491,2.51193,0.652984,0.523275,100000
(S1; S6),2.35454,2.36824,186955,5.07878,4.46354,0.615234,-0.417854,100000
(S1; S7),2.3899,2.37619,188636,578.466,576.681,1.78507,0.587267,100000
(S1; S8),2.26138,2.24872,168938,467.186,463.903,3.2827,1.2978,100000
(S2; S3),2.32329,2.33786,182191,4.98096,0.667735,4.31323,1.69724,100000
(S2; S4),2.39241,2.40638,193026,12.4842,3.91296,8.57126,1.84057,100000
(S2; S5),2.07887,2.09213,145901,2.23818,1.00706,1.23112,-0.390059,100000
(S2; S6),2.22795,2.24121,167437,3.49657,1.84337,1.65319,-0.743024,100000
(S2; S7),2.26049,2.24785,168826,494.11,490.458,3.65159,0.900144,100000
(S2; S8),2.13992,2.12824,151336,414.89,411.061,3.82904,1.29715,100000
(S3; S4),2.45518,2.46951,203286,10.5596,2.20525,8.35435,-1.24787,100000
(S3; S5),1.96716,1.9797,130643,3.39759,0.779709,2.61788,-0.266529,100000
(S3; S6),2.10575,2.11831,149579,4.07149,2.46865,1.60284,-0.78698,100000
(S3; S7),2.14023,2.12826,151344,428.189,427.956,0.233172,0.203227,100000
(S3; S8),2.02324,2.01221,135293,367.271,366.915,0.355767,0.296811,100000
(S4; S5),2.0296,2.04164,138945,1.76213,1.65355,0.108577,0.221693,100000
(S4; S6),2.17336,2.18538,159198,4.79019,3.05778,1.73241,-1.06914,100000
(S4; S7),2.20982,2.19637,161147,428.705,426.65,2.0551,0.307509,100000
(S4; S8),2.09189,2.07944,144441,363.625,363.102,0.52358,0.365386,100000
(S5; S6),2.49111,2.50626,209381,2.55906,1.76354,0.79552,-0.622176,100000
(S5; S7),2.32352,2.31064,178386,540.128,538.86,1.26802,0.772114,100000
(S5; S8),2.19626,2.18436,159413,450.265,446.633,3.63258,1.74563,100000
(S6; S7),2.48939,2.47469,204582,647.602,645.35,2.25209,1.00462,100000
(S6; S8),2.35207,2.33849,182681,506.674,504.578,2.09634,1.26125,100000
(S7; S8),2.80911,2.75915,253765,4.78372,2.80102,1.98271,1.35504,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.75411,2.76051,254016,11.2078,1.38322,9.82462,0.811423,100000
(S1; S3),2.47104,2.47696,204513,2.18599,1.63366,0.552326,0.171583,100000
(S1; S4),2.53819,2.54416,215761,5.41856,4.63051,0.788047,-0.468523,100000
(S1; S5),2.21608,2.2204,164345,8.26802,4.4325,3.83552,0.832867,100000
(S1; S6),2.37268,2.37764,188442,8.06616,1.8467,6.21946,0.847976,100000
(S1; S7),2.41021,2.406,193061,221.948,218.385,3.56272,1.36959,100000
(S1; S8),2.28657,2.28218,173705,189.946,185.29,4.65615,1.61139,100000
(S2; S3),2.34141,2.34671,183572,4.26805,0.376172,3.89188,0.195672,100000
(S2; S4),2.40348,2.40881,193415,4.10352,1.64544,2.45808,-0.437257,100000
(S2; S5),2.10053,2.10435,147615,8.15585,2.24862,5.90723,0.485567,100000
(S2; S6),2.24537,2.24976,168718,10.5714,0.452346,10.119,0.757373,100000
(S2; S7),2.28209,2.27781,173037,178.583,169.565,9.0183,0.527983,100000
(S2; S8),2.16427,2.15983,155579,153.562,149.051,4.51164,1.17255,100000
(S3; S4),2.47127,2.4769,204505,2.7595,0.555898,2.2036,0.20963,100000
(S3; S5),1.98426,1.98799,131741,4.93273,1.71522,3.21751,0.910331,100000
(S3; S6),2.12467,2.12897,151086,4.69147,0.763552,3.92791,0.198599,100000
(S3; S7),2.158,2.15411,154763,150.069,147.869,2.20055,0.880175,100000
(S3; S8),2.04816,2.04411,139362,136.756,133.338,3.41816,1.17948,100000
(S4; S5),2.0398,2.04355,139207,5.02903,1.51902,3.51001,0.597898,100000
(S4; S6),2.18456,2.18888,159709,4.74831,1.41047,3.33784,0.531218,100000
(S4; S7),2.215,2.21092,163031,159.768,157.509,2.25843,0.856682,100000
(S4; S8),2.10304,2.09878,146912,142.35,139.552,2.79806,1.201,100000
(S5; S6),2.50966,2.51363,210614,4.29896,2.26693,2.03203,0.0158329,100000
(S5; S7),2.3465,2.34126,182801,153.818,151.167,2.65172,-0.524322,100000
(S5; S8),2.22279,2.21744,163982,132.909,130.048,2.86101,0.619901,100000
(S6; S7),2.5094,2.50412,209115,226.034,225.831,0.20274,0.287061,100000
(S6; S8),2.37781,2.37239,187697,185.337,181.417,3.91997,0.849892,100000
(S7; S8),2.78544,2.76823,255439,8.87911,4.52216,4.35695,1.25894,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.76946,2.77179,256096,10.3378,2.84643,7.49138,0.150952,100000
(S1; S3),2.48382,2.48617,206038,5.0956,2.80655,2.28905,-1.17878,100000
(S1; S4),2.55395,2.55664,217883,4.80751,2.25858,2.54892,-1.30516,100000
(S1; S5),2.2282,2.22993,165754,2.31325,1.60563,0.707626,0.548774,100000
(S1; S6),2.38392,2.38637,189827,3.35742,1.83808,1.51934,-0.391725,100000
(S1; S7),2.41246,2.4098,193666,141.557,141.348,0.209106,0.180129,100000
(S1; S8),2.28449,2.28214,173683,101.305,99.6247,1.68016,-0.435384,100000
(S2; S3),2.35658,2.35889,185485,9.19316,5.44801,3.74515,-0.650952,100000
(S2; S4),2.42202,2.42466,195968,3.91918,2.82356,1.09562,-0.670433,100000
(S2; S5),2.1121,2.11383,148945,4.39016,2.12466,2.2655,0.758703,100000
(S2; S6),2.2595,2.26191,170547,9.05431,1.58593,7.46839,-0.446223,100000
(S2; S7),2.28797,2.28555,174208,113.416,108.699,4.71656,-0.216873,100000
(S2; S8),2.16623,2.1641,156178,83.8038,80.0577,3.74613,-0.65051,100000
(S3; S4),2.47718,2.48016,205043,3.90131,1.64204,2.25926,-0.57249,100000
(S3; S5),1.99822,2.00006,133343,2.5917,1.98484,0.606867,0.739399,100000
(S3; S6),2.1417,2.14421,153258,2.53478,1.90197,0.632809,-0.254503,100000
(S3; S7),2.16331,2.16122,155786,124.135,123.377,0.758875,0.702254,100000
(S3; S8),2.05004,2.04821,139911,93.8796,93.0734,0.806196,0.682341,100000
(S4; S5),2.05519,2.05733,141089,3.55172,1.99469,1.55703,0.950402,100000
(S4; S6),2.19653,2.19934,161239,2.11893,0.360817,1.75812,-0.0336488,100000
(S4; S7),2.22345,2.22157,164607,130.399,128.331,2.06815,-0.021284,100000
(S4; S8),2.10378,2.10214,147377,98.0009,96.1819,1.81902,0.262885,100000
(S5; S6),2.51964,2.52219,212051,4.00642,2.48523,1.52119,-0.502239,100000
(S5; S7),2.35345,2.35071,184264,127.541,125.409,2.13199,-0.187603,100000
(S5; S8),2.22681,2.2244,164984,89.7079,87.7507,1.95718,-0.0679303,100000
(S6; S7),2.51548,2.51325,210651,187.08,186.475,0.604219,-0.614893,100000
(S6; S8),2.38473,2.38279,189341,129.867,127.42,2.44686,-0.74969,100000
(S7; S8),2.7755,2.76695,255203,9.01156,5.68818,3.32338,-0.67763,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.75712,2.75981,253886,6.15004,4.4731,1.67694,-0.351397,100000
